QueryText
14635120
7630582
3872820
1372265
1341791
1329323
1172042
818669
592956
376886
376560
357732
348610
288917
274128
255898
255127
245451
244341
240733
237601
222056
191118
173954
157125
144376
137336
100284
92596
84512
83359
67185
66884
62118
61127
60532
49431
48078
45041
36248
33055
31480
30160
28390
27702
27157
26632
26280
25700
18096
17883
17836
16581
16344
16040
15888
15543
15175
14088
12933
12426
11786
11651
10212
9811
9174
8727
8198
8103
7634
7581
7391
7272
6581
5548
4871
4507
4454
4193
3974
3744
3542
3500
3334
3272
3054
2888
2758
2735
2719
2650
2438
2339
2279
2153
2069
2011
1999
1988
1881
1838
1710
1673
1628
1575
1428
1151
1119
1089
1063
1062
1047
999
956
799
798
737
667
658
642
618
528
504
444
423
394
386
379
354
309
303
286
265
214
168
151
139
83
30
30
25
24
18
14
