QueryText
17751864
3156584
2582978
1359291
608677
601001
512484
504256
497279
488207
471198
465444
455293
404724
396841
381815
334114
304113
288917
279588
273587
262783
261573
259700
248582
217467
217325
208052
206850
178507
164390
163673
144568
141606
141589
130487
130435
128148
126652
111768
108473
107552
99478
98296
96616
96229
95813
93799
90940
89767
84194
81140
80421
72311
68585
64018
62267
60624
60372
60115
53199
48158
48103
47820
47607
45877
45054
44717
43842
43407
42716
41064
40940
40761
38768
37740
37250
37053
36738
35879
35599
34745
33711
33140
32327
31706
31640
31432
29783
28566
27802
26906
26620
26533
26380
25590
24557
24308
24165
22210
21872
21830
21431
20440
19889
19699
19139
19003
18978
18229
17786
17619
17226
15888
15776
15505
15394
14749
14588
14509
14151
14059
13651
13595
13574
13368
13333
13231
12982
12771
12426
12066
12013
12000
11910
11858
11513
11126
11020
10913
10840
10792
10681
10570
10559
10424
10216
9689
9643
9562
9444
9317
9176
8577
8417
8264
8240
8165
7987
7908
7885
7733
7454
7414
7392
7376
7296
7248
7164
6965
6837
6623
6584
6582
6380
6207
6106
6064
6053
5923
5917
5866
5805
5782
5716
5606
5512
5444
5195
5173
5007
4985
4943
4744
4731
4710
4685
4684
4612
4610
4488
4383
4382
4329
4316
4291
4255
4222
4120
4078
3829
3756
3732
3635
3590
3565
3484
3467
3400
3378
3294
3292
3222
3193
3072
2993
2906
2896
2865
2803
2792
2681
2651
2558
2555
2524
2515
2507
2494
2485
2466
2458
2450
2414
2396
2301
2284
2272
2269
2172
2163
2118
2112
2063
1980
1965
1961
1897
1888
1852
1849
1840
1819
1772
1761
1750
1734
1730
1719
1679
1637
1632
1588
1545
1514
1513
1473
1432
1390
1338
1288
1259
1212
1191
1186
1185
1135
1102
1087
1083
1064
1054
1052
1052
1032
1021
1010
986
973
970
936
933
924
886
824
801
794
771
723
717
663
644
641
630
623
593
574
574
539
522
518
461
460
453
447
447
443
442
439
439
436
433
425
422
417
400
397
392
390
388
375
370
366
359
344
337
329
315
305
303
302
290
285
275
263
263
261
251
250
247
244
236
235
229
221
219
202
200
194
193
186
182
182
181
180
177
174
155
149
142
141
141
138
135
133
132
131
131
125
99
98
89
87
86
81
79
78
78
73
73
73
70
68
67
66
65
64
64
63
59
55
53
52
50
49
48
47
46
45
44
44
44
43
43
41
40
40
37
37
37
37
37
36
36
36
35
35
34
33
33
33
33
32
31
31
30
30
30
29
28
27
27
26
26
25
25
25
24
24
24
23
23
22
22
22
21
20
20
20
19
19
19
19
18
18
18
17
16
16
16
15
15
15
15
15
14
13
13
13
13
13
13
12
12
11
11
10
10
10
10
10
10
10
10
9
9
9
9
9
9
9
9
8
8
8
8
8
8
7
7
7
7
7
7
7
7
6
6
6
6
6
6
6
6
6
6
6
6
6
5
5
5
5
5
5
5
5
5
5
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
